InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month
INV12982,P008,Gaming Headset,9,2023-06-30 16:03:00,21.82,5654,Sweden,196.38,2023-06
INV12983,P009,Phone Holder,4,2023-08-31 16:57:00,73.67,6800,Germany,294.68,2023-08
INV12984,P008,Gaming Headset,10,2023-10-17 22:19:00,22.26,1740,Australia,222.60000000000002,2023-10
INV12985,P005,Laptop Stand,10,2023-10-02 00:34:00,41.45,5073,Italy,414.5,2023-10
INV12986,P010,Webcam HD,7,2023-01-19 15:45:00,30.24,9383,Italy,211.67999999999998,2023-01
INV12987,P003,Bluetooth Speaker,2,2023-11-20 06:31:00,6.1,6538,Germany,12.2,2023-11
INV12988,P007,Smart LED Bulb,3,2023-04-27 08:50:00,98.22,6825,Spain,294.65999999999997,2023-04
INV12989,P007,Smart LED Bulb,5,2023-04-02 01:32:00,5.03,4637,Italy,25.150000000000002,2023-04
INV12990,P009,Phone Holder,7,2023-06-15 23:45:00,63.34,8141,France,443.38,2023-06
INV12991,P005,Laptop Stand,7,2023-12-16 04:16:00,19.38,9637,Norway,135.66,2023-12
INV12992,P010,Webcam HD,10,2023-02-19 15:00:00,45.37,2038,Germany,453.7,2023-02
INV12993,P005,Laptop Stand,2,2023-06-06 03:49:00,99.88,2850,Spain,199.76,2023-06
INV12994,P006,Notebook Cooler,10,2023-04-29 20:54:00,99.87,4351,Australia,998.7,2023-04
INV12995,P002,USB-C Cable,4,2023-06-05 08:27:00,50.14,7678,United Kingdom,200.56,2023-06
INV12996,P006,Notebook Cooler,3,2023-07-01 01:02:00,9.16,5169,Netherlands,27.48,2023-07
INV12997,P009,Phone Holder,9,2023-03-10 17:40:00,43.06,1359,France,387.54,2023-03
INV12998,P006,Notebook Cooler,5,2023-08-08 23:22:00,52.08,5295,Germany,260.4,2023-08
INV12999,P010,Webcam HD,2,2023-11-09 07:52:00,35.2,1517,Spain,70.4,2023-11
INV13000,P005,Laptop Stand,5,2023-01-21 13:47:00,79.83,7822,Australia,399.15,2023-01
INV13001,P002,USB-C Cable,8,2023-12-19 14:42:00,90.17,2070,Sweden,721.36,2023-12
INV13002,P003,Bluetooth Speaker,5,2023-01-31 11:02:00,56.94,1046,Australia,284.7,2023-01
INV13003,P008,Gaming Headset,9,2023-04-16 22:06:00,14.21,2304,Norway,127.89000000000001,2023-04
INV13004,P005,Laptop Stand,7,2023-03-18 03:46:00,79.79,6348,France,558.5300000000001,2023-03
INV13005,P007,Smart LED Bulb,7,2023-07-12 23:40:00,56.86,9821,Spain,398.02,2023-07
INV13006,P010,Webcam HD,7,2023-11-17 15:36:00,34.6,9302,Australia,242.20000000000002,2023-11
INV13007,P010,Webcam HD,5,2023-03-07 18:02:00,36.1,5279,Netherlands,180.5,2023-03
INV13008,P001,Wireless Mouse,2,2023-04-01 09:05:00,63.3,3958,United Kingdom,126.6,2023-04
INV13009,P008,Gaming Headset,6,2023-06-29 10:05:00,71.21,7250,United Kingdom,427.26,2023-06
INV13010,P006,Notebook Cooler,2,2023-02-21 06:02:00,50.08,7921,United Kingdom,100.16,2023-02
INV13011,P004,Portable Charger,10,2023-10-15 13:07:00,24.68,6150,Spain,246.8,2023-10
INV13012,P007,Smart LED Bulb,3,2023-03-14 19:46:00,53.89,5258,Netherlands,161.67000000000002,2023-03
INV13013,P006,Notebook Cooler,10,2023-02-10 15:22:00,41.0,1125,United Kingdom,410.0,2023-02
INV13014,P001,Wireless Mouse,10,2023-08-08 06:40:00,81.66,5894,Sweden,816.5999999999999,2023-08
INV13015,P010,Webcam HD,5,2023-05-11 06:59:00,9.46,7165,Australia,47.300000000000004,2023-05
INV13016,P005,Laptop Stand,9,2023-11-13 16:34:00,45.98,7724,United Kingdom,413.82,2023-11
INV13017,P006,Notebook Cooler,7,2023-07-10 21:04:00,20.37,6091,Netherlands,142.59,2023-07
INV13018,P007,Smart LED Bulb,6,2023-12-23 19:52:00,76.85,6569,Sweden,461.09999999999997,2023-12
INV13019,P001,Wireless Mouse,10,2023-11-25 03:10:00,79.34,6054,Netherlands,793.4000000000001,2023-11
INV13020,P004,Portable Charger,4,2023-01-22 00:54:00,45.39,4973,Netherlands,181.56,2023-01
INV13021,P005,Laptop Stand,7,2023-10-05 15:00:00,79.41,4019,Australia,555.87,2023-10
INV13022,P006,Notebook Cooler,5,2023-02-09 11:04:00,15.3,6472,Netherlands,76.5,2023-02
INV13023,P004,Portable Charger,1,2023-01-07 16:00:00,71.01,7971,France,71.01,2023-01
INV13024,P003,Bluetooth Speaker,2,2023-05-08 08:44:00,19.45,3966,Norway,38.9,2023-05
INV13025,P007,Smart LED Bulb,8,2023-12-12 02:50:00,34.51,3200,Netherlands,276.08,2023-12
INV13026,P010,Webcam HD,2,2023-10-12 02:15:00,7.64,2295,France,15.28,2023-10
INV13027,P005,Laptop Stand,2,2023-03-09 05:03:00,40.39,9247,Italy,80.78,2023-03
INV13028,P009,Phone Holder,9,2023-10-10 17:04:00,99.37,1100,Sweden,894.33,2023-10
INV13029,P001,Wireless Mouse,2,2023-12-12 13:58:00,60.94,7489,Norway,121.88,2023-12
INV13030,P008,Gaming Headset,9,2023-04-04 02:22:00,23.61,2296,France,212.49,2023-04
INV13031,P010,Webcam HD,10,2023-09-18 22:52:00,47.19,1223,Italy,471.9,2023-09
INV13032,P008,Gaming Headset,3,2023-10-25 11:54:00,80.29,3688,Australia,240.87,2023-10
INV13033,P002,USB-C Cable,3,2023-03-22 18:15:00,92.35,1876,Spain,277.04999999999995,2023-03
INV13034,P009,Phone Holder,5,2023-06-16 14:42:00,74.86,8843,Netherlands,374.3,2023-06
INV13035,P004,Portable Charger,7,2023-09-09 17:52:00,71.16,7322,Sweden,498.12,2023-09
INV13036,P001,Wireless Mouse,8,2023-09-13 02:53:00,97.5,3765,Netherlands,780.0,2023-09
INV13037,P005,Laptop Stand,9,2023-05-08 07:20:00,34.43,3021,Sweden,309.87,2023-05
INV13038,P004,Portable Charger,9,2023-08-25 03:32:00,88.47,6931,Italy,796.23,2023-08
INV13039,P001,Wireless Mouse,1,2023-11-09 13:27:00,29.17,7019,Italy,29.17,2023-11
INV13040,P008,Gaming Headset,6,2023-04-17 01:16:00,87.64,2256,Germany,525.84,2023-04
INV13041,P003,Bluetooth Speaker,4,2023-04-23 06:12:00,93.79,8331,Italy,375.16,2023-04
INV13042,P009,Phone Holder,10,2023-12-24 17:16:00,69.81,2390,Norway,698.1,2023-12
INV13043,P008,Gaming Headset,7,2023-05-31 05:00:00,28.08,5808,France,196.56,2023-05
INV13044,P008,Gaming Headset,3,2023-01-23 08:36:00,23.2,9829,Australia,69.6,2023-01
INV13045,P003,Bluetooth Speaker,2,2023-12-12 16:33:00,38.59,1206,Sweden,77.18,2023-12
INV13046,P001,Wireless Mouse,2,2023-10-09 19:44:00,96.42,1683,Italy,192.84,2023-10
INV13047,P006,Notebook Cooler,4,2023-01-25 04:12:00,41.73,4760,Netherlands,166.92,2023-01
INV13048,P009,Phone Holder,9,2023-04-16 11:01:00,30.34,4759,Netherlands,273.06,2023-04
INV13049,P004,Portable Charger,5,2023-01-09 14:29:00,8.4,2701,Sweden,42.0,2023-01
INV13050,P002,USB-C Cable,7,2023-11-17 19:01:00,50.05,5695,Sweden,350.34999999999997,2023-11
INV13051,P002,USB-C Cable,7,2023-09-09 11:15:00,98.95,5568,Italy,692.65,2023-09
INV13052,P005,Laptop Stand,6,2023-07-10 12:42:00,29.88,1876,Sweden,179.28,2023-07
INV13053,P004,Portable Charger,9,2023-09-21 07:58:00,70.4,8784,Spain,633.6,2023-09
INV13054,P008,Gaming Headset,9,2023-03-20 00:38:00,6.48,6251,Spain,58.32000000000001,2023-03
INV13055,P010,Webcam HD,2,2023-04-18 02:28:00,55.98,9230,Sweden,111.96,2023-04
INV13056,P005,Laptop Stand,9,2023-10-09 01:46:00,81.37,7972,Sweden,732.33,2023-10
INV13057,P009,Phone Holder,3,2023-02-14 08:40:00,34.08,6152,Norway,102.24,2023-02
INV13058,P010,Webcam HD,3,2023-12-16 01:05:00,14.94,8363,France,44.82,2023-12
INV13059,P005,Laptop Stand,7,2023-06-19 08:07:00,8.46,2467,Sweden,59.220000000000006,2023-06
INV13060,P007,Smart LED Bulb,5,2023-05-08 10:51:00,30.44,4337,Sweden,152.20000000000002,2023-05
INV13061,P004,Portable Charger,10,2023-11-24 08:06:00,20.46,4857,Spain,204.60000000000002,2023-11
INV13062,P010,Webcam HD,2,2023-04-20 22:00:00,97.7,9191,United Kingdom,195.4,2023-04
INV13063,P007,Smart LED Bulb,3,2023-06-02 23:35:00,98.42,9471,Sweden,295.26,2023-06
INV13064,P001,Wireless Mouse,10,2023-06-04 10:33:00,20.94,2984,United Kingdom,209.4,2023-06
INV13065,P002,USB-C Cable,1,2023-05-15 19:06:00,26.85,1034,United Kingdom,26.85,2023-05
INV13066,P002,USB-C Cable,9,2023-10-09 00:47:00,48.82,7216,Germany,439.38,2023-10
INV13067,P001,Wireless Mouse,1,2023-12-17 03:24:00,72.91,2993,United Kingdom,72.91,2023-12
INV13068,P009,Phone Holder,2,2023-08-04 03:44:00,22.99,7286,Germany,45.98,2023-08
INV13069,P005,Laptop Stand,1,2023-06-21 06:58:00,90.29,5740,Netherlands,90.29,2023-06
INV13070,P004,Portable Charger,2,2023-02-04 11:45:00,79.69,5527,Australia,159.38,2023-02
INV13071,P009,Phone Holder,3,2023-05-22 23:39:00,34.91,7695,Netherlands,104.72999999999999,2023-05
INV13072,P002,USB-C Cable,1,2023-01-03 15:47:00,23.86,1276,Norway,23.86,2023-01
INV13073,P007,Smart LED Bulb,3,2023-01-03 13:18:00,40.16,5570,Netherlands,120.47999999999999,2023-01
INV13074,P010,Webcam HD,7,2023-11-15 14:28:00,84.24,6429,United Kingdom,589.68,2023-11
INV13075,P001,Wireless Mouse,7,2023-11-12 04:36:00,97.38,7388,Australia,681.66,2023-11
INV13076,P005,Laptop Stand,2,2023-02-23 18:11:00,6.24,7438,Netherlands,12.48,2023-02
INV13077,P005,Laptop Stand,2,2023-03-07 18:02:00,71.89,4683,Italy,143.78,2023-03
INV13078,P001,Wireless Mouse,8,2023-08-24 21:06:00,14.55,5405,Norway,116.4,2023-08
INV13079,P001,Wireless Mouse,9,2023-01-11 22:55:00,39.89,4189,Australia,359.01,2023-01
INV13080,P007,Smart LED Bulb,9,2023-05-28 07:29:00,32.95,3307,Australia,296.55,2023-05
INV13081,P009,Phone Holder,10,2023-10-23 02:22:00,20.13,8522,United Kingdom,201.29999999999998,2023-10
INV13082,P009,Phone Holder,4,2023-11-12 15:04:00,58.01,9520,Germany,232.04,2023-11
INV13083,P008,Gaming Headset,9,2023-12-20 09:08:00,79.25,2190,Netherlands,713.25,2023-12
INV13084,P001,Wireless Mouse,6,2023-11-09 05:01:00,22.16,8430,Germany,132.96,2023-11
INV13085,P010,Webcam HD,8,2023-10-02 13:30:00,7.22,4878,France,57.76,2023-10
INV13086,P001,Wireless Mouse,2,2023-04-07 15:07:00,46.0,6873,Norway,92.0,2023-04
INV13087,P009,Phone Holder,10,2023-05-17 00:04:00,41.11,5959,Germany,411.1,2023-05
INV13088,P009,Phone Holder,1,2023-09-26 08:46:00,93.78,2193,Norway,93.78,2023-09
INV13089,P006,Notebook Cooler,6,2023-08-17 21:44:00,97.29,2929,Norway,583.74,2023-08
INV13090,P008,Gaming Headset,8,2023-07-31 17:52:00,72.08,3260,Norway,576.64,2023-07
INV13091,P005,Laptop Stand,7,2023-05-15 14:58:00,79.49,2582,Sweden,556.43,2023-05
INV13092,P009,Phone Holder,3,2023-07-24 03:08:00,13.73,7599,France,41.19,2023-07
INV13093,P007,Smart LED Bulb,5,2023-05-09 21:45:00,20.46,8823,Netherlands,102.30000000000001,2023-05
INV13094,P009,Phone Holder,10,2023-02-24 05:04:00,47.68,5330,Netherlands,476.8,2023-02
INV13095,P005,Laptop Stand,3,2023-03-18 15:07:00,83.21,6678,Italy,249.63,2023-03
INV13096,P006,Notebook Cooler,8,2023-02-03 00:55:00,35.3,9286,France,282.4,2023-02
INV13097,P001,Wireless Mouse,10,2023-04-14 01:31:00,17.0,7015,Norway,170.0,2023-04
INV13098,P001,Wireless Mouse,10,2023-01-14 03:39:00,94.12,1815,Germany,941.2,2023-01
INV13099,P007,Smart LED Bulb,4,2023-09-07 03:52:00,43.95,1865,Norway,175.8,2023-09
INV13100,P003,Bluetooth Speaker,4,2023-04-10 00:59:00,31.45,8700,France,125.8,2023-04
INV13101,P009,Phone Holder,3,2023-08-27 21:56:00,89.31,5587,United Kingdom,267.93,2023-08
INV13102,P001,Wireless Mouse,2,2023-12-20 12:17:00,54.42,9465,France,108.84,2023-12
INV13103,P003,Bluetooth Speaker,5,2023-11-26 14:10:00,27.84,3232,Australia,139.2,2023-11
INV13104,P002,USB-C Cable,7,2023-09-29 17:07:00,5.59,2079,United Kingdom,39.129999999999995,2023-09
INV13105,P006,Notebook Cooler,9,2023-02-12 23:07:00,13.69,7091,United Kingdom,123.21,2023-02
INV13106,P010,Webcam HD,3,2023-12-04 17:52:00,89.16,2789,Germany,267.48,2023-12
INV13107,P006,Notebook Cooler,3,2023-11-08 05:25:00,12.68,1714,Netherlands,38.04,2023-11
INV13108,P004,Portable Charger,8,2023-02-08 18:26:00,82.98,3230,Spain,663.84,2023-02
INV13109,P001,Wireless Mouse,1,2023-12-03 16:35:00,11.73,8048,Netherlands,11.73,2023-12
INV13110,P001,Wireless Mouse,1,2023-12-19 08:11:00,29.36,2419,Sweden,29.36,2023-12
INV13111,P010,Webcam HD,5,2023-08-27 06:44:00,71.42,4719,France,357.1,2023-08
INV13112,P010,Webcam HD,9,2023-12-08 00:34:00,44.25,4495,Australia,398.25,2023-12
INV13113,P006,Notebook Cooler,3,2023-07-07 04:59:00,31.51,8736,Germany,94.53,2023-07
INV13114,P007,Smart LED Bulb,2,2023-04-13 20:32:00,97.85,4312,Italy,195.7,2023-04
INV13115,P009,Phone Holder,2,2023-06-05 06:14:00,90.66,2158,United Kingdom,181.32,2023-06
INV13116,P005,Laptop Stand,6,2023-02-03 01:29:00,19.6,7607,Spain,117.60000000000001,2023-02
INV13117,P003,Bluetooth Speaker,2,2023-12-07 23:38:00,89.78,4495,Netherlands,179.56,2023-12
INV13118,P008,Gaming Headset,5,2023-06-26 04:29:00,37.05,3480,Australia,185.25,2023-06
INV13119,P009,Phone Holder,1,2023-10-23 08:55:00,86.89,9940,Australia,86.89,2023-10
INV13120,P001,Wireless Mouse,7,2023-11-23 01:57:00,23.41,9977,Spain,163.87,2023-11
INV13121,P005,Laptop Stand,5,2023-05-23 03:55:00,56.98,3897,Netherlands,284.9,2023-05
INV13122,P004,Portable Charger,7,2023-08-05 22:26:00,43.56,3259,Sweden,304.92,2023-08
INV13123,P001,Wireless Mouse,6,2023-09-01 04:56:00,10.04,8279,Italy,60.239999999999995,2023-09
INV13124,P001,Wireless Mouse,7,2023-09-20 05:18:00,47.65,6497,Netherlands,333.55,2023-09
INV13125,P002,USB-C Cable,6,2023-10-17 03:13:00,20.15,3994,United Kingdom,120.89999999999999,2023-10
INV13126,P010,Webcam HD,1,2023-08-31 16:57:00,90.72,6317,Germany,90.72,2023-08
INV13127,P001,Wireless Mouse,8,2023-08-14 08:26:00,74.41,2666,Spain,595.28,2023-08
INV13128,P002,USB-C Cable,2,2023-03-14 21:40:00,48.96,9315,Australia,97.92,2023-03
INV13129,P002,USB-C Cable,10,2023-01-14 21:44:00,18.52,5832,Norway,185.2,2023-01
INV13130,P007,Smart LED Bulb,1,2023-05-09 23:52:00,20.98,1389,Australia,20.98,2023-05
INV13131,P010,Webcam HD,6,2023-06-20 06:05:00,34.94,5391,Germany,209.64,2023-06
INV13132,P003,Bluetooth Speaker,1,2023-03-02 05:09:00,68.35,3985,Norway,68.35,2023-03
INV13133,P006,Notebook Cooler,10,2023-09-18 05:02:00,87.83,1975,United Kingdom,878.3,2023-09
INV13134,P003,Bluetooth Speaker,7,2023-02-06 23:20:00,12.5,2818,Netherlands,87.5,2023-02
INV13135,P004,Portable Charger,3,2023-09-10 16:41:00,96.83,5253,Norway,290.49,2023-09
INV13136,P010,Webcam HD,6,2023-01-24 07:04:00,46.62,1718,Norway,279.71999999999997,2023-01
INV13137,P002,USB-C Cable,8,2023-05-20 06:33:00,85.23,8597,Sweden,681.84,2023-05
INV13138,P001,Wireless Mouse,6,2023-09-24 15:03:00,66.17,4778,Germany,397.02,2023-09
INV13139,P001,Wireless Mouse,1,2023-10-13 22:24:00,32.35,4542,Italy,32.35,2023-10
INV13140,P001,Wireless Mouse,4,2023-03-28 07:14:00,5.29,6705,France,21.16,2023-03
INV13141,P001,Wireless Mouse,4,2023-11-08 22:58:00,9.33,5656,Germany,37.32,2023-11
INV13142,P002,USB-C Cable,9,2023-08-07 08:59:00,64.55,2536,Spain,580.9499999999999,2023-08
INV13143,P006,Notebook Cooler,10,2023-05-07 21:27:00,96.19,6884,Netherlands,961.9,2023-05
INV13144,P004,Portable Charger,6,2023-09-05 22:06:00,18.92,6920,Australia,113.52000000000001,2023-09
INV13145,P002,USB-C Cable,1,2023-02-13 04:46:00,43.72,8977,United Kingdom,43.72,2023-02
INV13146,P001,Wireless Mouse,7,2023-11-09 00:06:00,94.58,9970,United Kingdom,662.06,2023-11
INV13147,P002,USB-C Cable,9,2023-10-09 16:49:00,73.13,8823,Italy,658.17,2023-10
INV13148,P001,Wireless Mouse,4,2023-12-15 18:49:00,52.59,3053,Spain,210.36,2023-12
INV13149,P004,Portable Charger,10,2023-07-30 10:13:00,34.14,7143,Spain,341.4,2023-07
INV13150,P001,Wireless Mouse,1,2023-10-13 21:42:00,51.62,7176,France,51.62,2023-10
INV13151,P006,Notebook Cooler,6,2023-01-06 20:40:00,25.71,6700,United Kingdom,154.26,2023-01
INV13152,P002,USB-C Cable,8,2023-06-04 17:59:00,98.61,6129,Italy,788.88,2023-06
INV13153,P003,Bluetooth Speaker,7,2023-05-14 17:25:00,32.16,8526,Sweden,225.11999999999998,2023-05
INV13154,P005,Laptop Stand,3,2023-02-14 12:38:00,64.63,3448,Spain,193.89,2023-02
INV13155,P004,Portable Charger,5,2023-08-30 01:10:00,86.32,2142,United Kingdom,431.59999999999997,2023-08
INV13156,P001,Wireless Mouse,10,2023-01-30 00:08:00,66.1,7910,United Kingdom,661.0,2023-01
INV13157,P006,Notebook Cooler,4,2023-01-05 02:11:00,65.53,9863,Sweden,262.12,2023-01
INV13158,P007,Smart LED Bulb,9,2023-07-04 10:20:00,28.08,3481,Germany,252.71999999999997,2023-07
INV13159,P002,USB-C Cable,7,2023-10-13 20:52:00,47.19,3229,United Kingdom,330.33,2023-10
INV13160,P005,Laptop Stand,6,2023-11-29 10:35:00,36.74,9897,Norway,220.44,2023-11
INV13161,P006,Notebook Cooler,10,2023-05-16 11:46:00,13.33,7938,Italy,133.3,2023-05
INV13162,P003,Bluetooth Speaker,7,2023-02-03 19:21:00,26.94,4936,Australia,188.58,2023-02
INV13163,P003,Bluetooth Speaker,1,2023-04-14 00:17:00,48.47,6795,Sweden,48.47,2023-04
INV13164,P003,Bluetooth Speaker,2,2023-07-06 07:01:00,48.88,8591,United Kingdom,97.76,2023-07
INV13165,P010,Webcam HD,3,2023-01-01 19:10:00,91.2,2876,Germany,273.6,2023-01
INV13166,P006,Notebook Cooler,3,2023-06-14 07:30:00,72.8,1100,France,218.39999999999998,2023-06
INV13167,P004,Portable Charger,7,2023-05-03 12:21:00,14.4,3800,Germany,100.8,2023-05
INV13168,P006,Notebook Cooler,9,2023-04-01 15:40:00,54.61,9009,United Kingdom,491.49,2023-04
INV13169,P006,Notebook Cooler,10,2023-03-10 18:51:00,46.2,2836,Sweden,462.0,2023-03
INV13170,P007,Smart LED Bulb,4,2023-09-28 11:10:00,36.57,2336,Netherlands,146.28,2023-09
INV13171,P010,Webcam HD,8,2023-12-09 13:37:00,20.91,2543,Australia,167.28,2023-12
INV13172,P009,Phone Holder,9,2023-02-02 08:56:00,72.34,6565,Spain,651.0600000000001,2023-02
INV13173,P008,Gaming Headset,9,2023-06-07 05:57:00,11.38,7151,France,102.42,2023-06
INV13174,P009,Phone Holder,10,2023-12-16 05:28:00,90.43,9340,Italy,904.3000000000001,2023-12
INV13175,P006,Notebook Cooler,5,2023-02-08 21:35:00,67.45,9419,France,337.25,2023-02
INV13176,P003,Bluetooth Speaker,8,2023-04-29 08:07:00,5.12,3910,Sweden,40.96,2023-04
INV13177,P004,Portable Charger,10,2023-08-03 11:33:00,55.98,4746,France,559.8,2023-08
INV13178,P003,Bluetooth Speaker,1,2023-07-03 11:21:00,13.42,5566,Norway,13.42,2023-07
INV13179,P005,Laptop Stand,4,2023-04-06 21:15:00,92.83,9599,Germany,371.32,2023-04
INV13180,P002,USB-C Cable,7,2023-09-20 01:44:00,59.84,4215,United Kingdom,418.88,2023-09
INV13181,P003,Bluetooth Speaker,1,2023-04-03 21:38:00,8.43,4405,United Kingdom,8.43,2023-04
INV13182,P005,Laptop Stand,3,2023-06-09 11:36:00,85.98,3139,Norway,257.94,2023-06
INV13183,P008,Gaming Headset,6,2023-04-03 14:50:00,71.07,2691,Spain,426.41999999999996,2023-04
INV13184,P006,Notebook Cooler,4,2023-01-31 04:01:00,90.36,3140,Sweden,361.44,2023-01
INV13185,P002,USB-C Cable,7,2023-09-02 06:40:00,89.2,7670,Italy,624.4,2023-09
INV13186,P007,Smart LED Bulb,4,2023-01-03 02:26:00,69.81,1941,Netherlands,279.24,2023-01
INV13187,P010,Webcam HD,4,2023-11-17 09:02:00,48.41,6830,Australia,193.64,2023-11
INV13188,P010,Webcam HD,2,2023-06-13 06:57:00,17.54,2163,United Kingdom,35.08,2023-06
INV13189,P003,Bluetooth Speaker,10,2023-03-07 06:54:00,44.49,2212,Norway,444.90000000000003,2023-03
INV13190,P005,Laptop Stand,7,2023-01-30 18:22:00,86.76,3607,Sweden,607.32,2023-01
INV13191,P004,Portable Charger,2,2023-01-22 05:48:00,30.05,9867,Italy,60.1,2023-01
INV13192,P002,USB-C Cable,10,2023-10-09 21:03:00,42.23,3471,Germany,422.29999999999995,2023-10
INV13193,P004,Portable Charger,2,2023-11-02 16:31:00,51.25,9209,United Kingdom,102.5,2023-11
INV13194,P006,Notebook Cooler,7,2023-09-26 09:18:00,97.04,7843,Australia,679.2800000000001,2023-09
INV13195,P008,Gaming Headset,1,2023-10-07 00:17:00,27.22,7455,France,27.22,2023-10
INV13196,P002,USB-C Cable,10,2023-10-14 16:41:00,39.39,1990,Italy,393.9,2023-10
INV13197,P010,Webcam HD,5,2023-07-05 11:49:00,33.55,1592,Norway,167.75,2023-07
INV13198,P007,Smart LED Bulb,7,2023-05-23 23:24:00,70.06,4089,Spain,490.42,2023-05
INV13199,P010,Webcam HD,7,2023-09-08 08:09:00,5.81,7175,France,40.669999999999995,2023-09
INV13200,P008,Gaming Headset,4,2023-04-05 06:45:00,85.42,7313,France,341.68,2023-04
INV13201,P007,Smart LED Bulb,2,2023-03-06 09:56:00,33.07,3406,Italy,66.14,2023-03
INV13202,P004,Portable Charger,7,2023-04-11 02:01:00,92.37,6628,Sweden,646.59,2023-04
INV13203,P006,Notebook Cooler,5,2023-04-21 04:15:00,14.63,9432,Sweden,73.15,2023-04
INV13204,P001,Wireless Mouse,9,2023-12-25 23:39:00,95.17,2607,Australia,856.53,2023-12
INV13205,P003,Bluetooth Speaker,4,2023-08-15 13:28:00,91.21,2386,Australia,364.84,2023-08
INV13206,P005,Laptop Stand,4,2023-05-27 08:57:00,58.17,4922,France,232.68,2023-05
INV13207,P005,Laptop Stand,8,2023-05-16 22:06:00,89.45,1943,Netherlands,715.6,2023-05
INV13208,P009,Phone Holder,4,2023-06-13 18:38:00,28.32,4314,United Kingdom,113.28,2023-06
INV13209,P004,Portable Charger,2,2023-02-27 07:07:00,72.11,6993,Sweden,144.22,2023-02
INV13210,P008,Gaming Headset,7,2023-01-21 09:09:00,40.52,5375,Netherlands,283.64000000000004,2023-01
INV13211,P008,Gaming Headset,7,2023-07-15 13:28:00,52.44,8430,Australia,367.08,2023-07
INV13212,P010,Webcam HD,5,2023-09-02 07:20:00,94.96,6906,Spain,474.79999999999995,2023-09
INV13213,P007,Smart LED Bulb,6,2023-12-10 20:05:00,99.16,5437,Australia,594.96,2023-12
INV13214,P007,Smart LED Bulb,10,2023-10-06 09:18:00,96.42,2041,Australia,964.2,2023-10
INV13215,P004,Portable Charger,5,2023-04-03 02:16:00,12.51,6623,Italy,62.55,2023-04
INV13216,P006,Notebook Cooler,1,2023-01-06 18:24:00,59.41,6019,Sweden,59.41,2023-01
INV13217,P002,USB-C Cable,6,2023-05-15 23:29:00,77.24,3336,Netherlands,463.43999999999994,2023-05
INV13218,P006,Notebook Cooler,10,2023-10-05 15:28:00,42.72,8318,France,427.2,2023-10
INV13219,P002,USB-C Cable,4,2023-01-10 20:44:00,48.05,5524,France,192.2,2023-01
INV13220,P004,Portable Charger,6,2023-03-28 09:47:00,30.24,7304,Germany,181.44,2023-03
INV13221,P005,Laptop Stand,1,2023-07-12 19:13:00,66.81,4201,Spain,66.81,2023-07
INV13222,P003,Bluetooth Speaker,7,2023-03-26 17:15:00,33.59,6189,Italy,235.13000000000002,2023-03
INV13223,P004,Portable Charger,1,2023-11-26 17:20:00,58.82,4604,Norway,58.82,2023-11
INV13224,P004,Portable Charger,2,2023-01-14 03:49:00,7.85,2998,Norway,15.7,2023-01
INV13225,P009,Phone Holder,6,2023-05-02 14:44:00,18.5,2970,Germany,111.0,2023-05
INV13226,P006,Notebook Cooler,9,2023-11-22 05:29:00,13.78,5601,Netherlands,124.02,2023-11
INV13227,P003,Bluetooth Speaker,4,2023-09-22 03:28:00,82.49,5577,France,329.96,2023-09
INV13228,P007,Smart LED Bulb,9,2023-12-02 10:31:00,29.68,9160,United Kingdom,267.12,2023-12
INV13229,P002,USB-C Cable,8,2023-05-22 06:19:00,66.07,3680,United Kingdom,528.56,2023-05
INV13230,P009,Phone Holder,7,2023-09-06 15:02:00,88.15,3418,Spain,617.0500000000001,2023-09
INV13231,P008,Gaming Headset,8,2023-11-26 20:09:00,17.55,8044,Australia,140.4,2023-11
INV13232,P006,Notebook Cooler,7,2023-05-18 02:47:00,23.52,1055,Germany,164.64,2023-05
INV13233,P005,Laptop Stand,1,2023-02-03 23:06:00,92.88,6850,France,92.88,2023-02
INV13234,P008,Gaming Headset,9,2023-02-15 18:56:00,7.34,7020,Netherlands,66.06,2023-02
INV13235,P009,Phone Holder,1,2023-01-27 11:33:00,7.41,3490,Norway,7.41,2023-01
INV13236,P003,Bluetooth Speaker,3,2023-02-17 20:24:00,34.37,6239,Norway,103.10999999999999,2023-02
INV13237,P004,Portable Charger,2,2023-11-06 18:47:00,7.51,5933,Spain,15.02,2023-11
INV13238,P010,Webcam HD,2,2023-06-08 11:07:00,77.49,9668,Germany,154.98,2023-06
INV13239,P008,Gaming Headset,3,2023-01-26 13:06:00,23.85,4245,Australia,71.55000000000001,2023-01
INV13240,P010,Webcam HD,6,2023-09-13 15:17:00,72.37,9488,Australia,434.22,2023-09
INV13241,P003,Bluetooth Speaker,1,2023-05-16 19:05:00,59.68,8940,Spain,59.68,2023-05
INV13242,P006,Notebook Cooler,3,2023-09-29 23:53:00,96.8,6771,Spain,290.4,2023-09
INV13243,P004,Portable Charger,3,2023-05-04 01:04:00,19.32,8253,Spain,57.96,2023-05
INV13244,P010,Webcam HD,4,2023-05-07 22:13:00,5.14,6957,Norway,20.56,2023-05
INV13245,P004,Portable Charger,6,2023-06-14 04:55:00,17.27,7934,Australia,103.62,2023-06
INV13246,P002,USB-C Cable,9,2023-09-12 20:50:00,97.34,8692,Australia,876.0600000000001,2023-09
